nct_id,condition_preferred,mesh_broad,mesh_broad_label
NCT00772174,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00796653,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00802373,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00821093,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00829660,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00829660,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00848081,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00856544,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00856986,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00870467,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00877383,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00909597,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00909779,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00913120,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00919711,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00949442,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00950794,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00975286,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01009580,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01029886,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01035255,Heart Failure,C14.280.434,Heart Failure
NCT01068652,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01123980,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01154036,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01185938,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT01197534,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01197755,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01202903,Rhinitis,C08.460.799,Rhinitis
NCT01210001,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01270464,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01388361,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01394952,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01395745,"Lupus Erythematosus, Systemic",C20.111.590,"Lupus Erythematosus, Systemic"
NCT01437397,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01510158,Gout,C05.550.114,Arthritis
NCT01548001,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01576419,Osteoarthritis,C05.550.114,Arthritis
NCT01578850,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01590771,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01698320,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01715298,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01730053,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01772147,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01785472,Hypertension,C14.907.489,Hypertension
NCT01822899,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01867125,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01911364,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01973231,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02049814,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02054897,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02072330,Hypertension,C14.907.489,Hypertension
NCT02104804,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02168842,Parkinson Disease,C10.574.812,Parkinson Disease
NCT02172287,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02173691,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02183701,Hypertension,C14.907.489,Hypertension
NCT02224157,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02244255,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT02246920,Rhinitis,C08.460.799,Rhinitis
NCT02311231,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT02438787,"Spondylitis, Ankylosing",C05.550.114,Arthritis
NCT02441218,Heart Failure,C14.280.434,Heart Failure
NCT02561806,Psoriasis,C17.800.859.675,Psoriasis
NCT02565173,Ocular Hypertension,C11.525,Ocular Hypertension
NCT02684357,Psoriasis,C17.800.859.675,Psoriasis
NCT02836873,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02860624,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT02890173,Hypertension,C14.907.489,Hypertension
NCT00000425,Osteoarthritis,C05.550.114,Arthritis
NCT00000569,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00006305,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00027066,Stroke,C14.907.253.855,Stroke
NCT00046254,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00090298,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00106847,Psoriasis,C17.800.859.675,Psoriasis
NCT00106847,Psoriasis,C17.800.859.675,Psoriasis
NCT00109317,Psoriasis,C17.800.859.675,Psoriasis
NCT00132717,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00135096,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00135876,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00140946,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00143377,Urinary Incontinence,C23.888.942.343.800,Urinary Incontinence
NCT00145730,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00145730,Osteoarthritis,C05.550.114,Arthritis
NCT00149227,Stroke,C14.907.253.855,Stroke
NCT00149227,Heart Failure,C14.280.434,Heart Failure
NCT00149227,Hypertension,C14.907.489,Hypertension
NCT00170378,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT00172081,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00190580,Hypertension,C14.907.489,Hypertension
NCT00234897,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00235248,Embolism,C14.907.355,Embolism and Thrombosis
NCT00235248,"Ischemic Attack, Transient",C14.907.253.092,Brain Ischemia
NCT00235248,Brain Infarction,C14.907.253.855,Stroke
NCT00236392,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00241488,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00251641,Psoriasis,C17.800.859.675,Psoriasis
NCT00251823,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00253214,Alzheimer Disease,C10.228.140.380,Dementia
NCT00255164,Esophagitis,C06.405.117,Esophageal Diseases
NCT00259766,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00264212,Hypertension,C14.907.489,Hypertension
NCT00269906,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00277264,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00321737,Esophagitis,C06.405.117,Esophageal Diseases
NCT00325806,Hypertension,C14.907.489,Hypertension
NCT00334386,Hypertension,C14.907.489,Hypertension
NCT00348504,Heart Failure,C14.280.434,Heart Failure
NCT00354939,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00361699,Stroke,C14.907.253.855,Stroke
NCT00379769,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00393458,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00393991,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00396357,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00404547,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00419757,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00421122,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00435461,Rhinitis,C08.460.799,Rhinitis
NCT00438451,Epilepsy,C10.228.140.490,Epilepsy
NCT00439244,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00439738,Hypertension,C14.907.489,Hypertension
NCT00447759,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00447759,Osteoarthritis,C05.550.114,Arthritis
NCT00454896,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00481364,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00562289,Stroke,C14.907.253.855,Stroke
NCT00637273,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00641537,Multiple Sclerosis,C10.314.350.500,Multiple Sclerosis
NCT00644735,Esophagitis,C06.405.117,Esophageal Diseases
NCT00652392,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00653744,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00662909,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00680953,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00688701,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00740714,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00741715,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00750113,Hypertension,C14.907.489,Hypertension
NCT00783744,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00790205,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00809965,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00809965,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00818883,Hypertension,C14.907.489,Hypertension
NCT00853957,Hypertension,C14.907.489,Hypertension
NCT00856284,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00960141,Rhinitis,C08.460.799,Rhinitis
NCT00979901,Rhinitis,C08.460.799,Rhinitis
NCT01001572,Hypertension,C14.907.489,Hypertension
NCT01022762,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01023581,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01038427,Rhinitis,C08.460.799,Rhinitis
NCT01117350,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01155466,Parkinson Disease,C10.574.812,Parkinson Disease
NCT01177384,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01189890,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01197521,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01202188,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01243177,Epilepsy,C10.228.140.490,Epilepsy
NCT01263925,Intermittent Claudication,C14.907.137.126.669,Intermittent Claudication
NCT01293097,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT01293097,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT01293097,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT01294462,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT01315249,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01327846,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT01349777,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT01368536,Hypertension,C14.907.489,Hypertension
NCT01370005,Hypertension,C14.907.489,Hypertension
NCT01370005,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01458951,"Colitis, Ulcerative",C06.405.469.432,Inflammatory Bowel Diseases
NCT01459367,Esophagitis,C06.405.117,Esophageal Diseases
NCT01483560,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT01498003,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT01512979,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01513460,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01613326,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01636713,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01676116,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01721044,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01730040,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01890122,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT01947491,Psoriasis,C17.800.859.675,Psoriasis
NCT01989468,Psoriasis,C17.800.859.675,Psoriasis
NCT02022930,Osteoarthritis,C05.550.114,Arthritis
NCT02152605,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02177409,Hypertension,C14.907.489,Hypertension
NCT02348723,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT02396732,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT02413398,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02421510,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT02446990,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT02552212,"Spondylitis, Ankylosing",C05.550.114,Arthritis
NCT02579850,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02762578,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00000173,Alzheimer Disease,C10.228.140.380,Dementia
NCT00035256,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00051285,Heart Failure,C14.280.434,Heart Failure
NCT00091598,"Hypertension, Pulmonary",C08.381.423,"Hypertension, Pulmonary"
NCT00093925,Hypertension,C14.907.489,Hypertension
NCT00095147,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00096603,Psoriasis,C17.800.859.675,Psoriasis
NCT00097591,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00108823,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00133003,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00142584,Hypertension,C14.907.489,Hypertension
NCT00170950,Hypertension,C14.907.489,Hypertension
NCT00171002,Hypertension,C14.907.489,Hypertension
NCT00219973,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00231738,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00231738,"Death, Sudden, Cardiac",C14.280.383.220,"Death, Sudden, Cardiac"
NCT00231738,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00231738,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT00231738,Stroke,C14.907.253.855,Stroke
NCT00243724,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00244387,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00244842,Psoriasis,C17.800.859.675,Psoriasis
NCT00269867,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00272090,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00273026,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00273052,Hypertension,C14.907.489,Hypertension
NCT00305162,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00305162,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00331604,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00344110,Hypertension,C14.907.489,Hypertension
NCT00367315,Osteoarthritis,C05.550.114,Arthritis
NCT00368277,Hypertension,C14.907.489,Hypertension
NCT00368979,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00377676,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00393718,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00395603,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00400777,Hypertension,C14.907.489,Hypertension
NCT00409760,Hypertension,C14.907.489,Hypertension
NCT00417222,Heart Failure,C14.280.434,Heart Failure
NCT00424437,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00425373,Hypertension,C14.907.489,Hypertension
NCT00430248,Gout,C05.550.114,Arthritis
NCT00443690,Heart Failure,C14.280.434,Heart Failure
NCT00454662,Hypertension,C14.907.489,Hypertension
NCT00474045,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00484198,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00487539,"Colitis, Ulcerative",C06.405.469.432,Inflammatory Bowel Diseases
NCT00489736,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00529529,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00535405,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00541697,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00542555,Osteoarthritis,C05.550.114,Arthritis
NCT00565409,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00580840,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00604344,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00633932,Esophagitis,C06.405.117,Esophageal Diseases
NCT00634309,Heart Failure,C14.280.434,Heart Failure
NCT00640627,Osteoarthritis,C05.550.114,Arthritis
NCT00645268,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00648141,"Spondylitis, Ankylosing",C05.550.114,Arthritis
NCT00653341,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00673790,Hypertension,C14.907.489,Hypertension
NCT00673920,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00676338,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00683618,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00706134,Hypertension,C14.907.489,Hypertension
NCT00722852,Osteoarthritis,C05.550.114,Arthritis
NCT00734630,Hypertension,C14.907.489,Hypertension
NCT00744926,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00765830,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00794157,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00809354,Osteoarthritis,C05.550.114,Arthritis
NCT00821834,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00821834,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00862251,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00865020,Hypertension,C14.907.489,Hypertension
NCT00887978,"Hypertension, Pulmonary",C08.381.423,"Hypertension, Pulmonary"
NCT00900146,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00929851,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00953212,Atrial Flutter,C14.280.067,"Arrhythmias, Cardiac"
NCT00953212,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00972738,Rhinitis,C08.460.799,Rhinitis
NCT01007435,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01013532,Brain Ischemia,C14.907.253.092,Brain Ischemia
NCT01021696,Dementia,C10.228.140.380,Dementia
NCT01039688,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01079234,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT01086384,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01087788,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT01101009,Hypertension,C14.907.489,Hypertension
NCT01159600,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01179048,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01192724,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT01224366,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01285323,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01287117,Urticaria,C17.800.862.945,Urticaria
NCT01292473,Urticaria,C17.800.862.945,Urticaria
NCT01323621,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01342081,Ocular Hypertension,C11.525,Ocular Hypertension
NCT01459809,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01465763,"Colitis, Ulcerative",C06.405.469.432,Inflammatory Bowel Diseases
NCT01572792,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01604278,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01644500,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01706198,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01787396,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01813422,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01838850,Hypertension,C14.907.489,Hypertension
NCT01897532,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01952145,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01975246,Hypertension,C14.907.489,Hypertension
NCT02068443,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02072226,Stroke,C14.907.253.855,Stroke
NCT02151851,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT02177344,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02178137,Osteoarthritis,C05.550.114,Arthritis
NCT02183220,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT02207621,Ocular Hypertension,C11.525,Ocular Hypertension
NCT02245672,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02268214,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT02273050,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02305849,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT02446912,"Lupus Erythematosus, Systemic",C20.111.590,"Lupus Erythematosus, Systemic"
NCT02495324,Hypertension,C14.907.489,Hypertension
NCT02513160,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02532855,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02551575,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT02551874,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02629159,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT02967211,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT03220425,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00000478,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00000479,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00000480,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00000530,Raynaud Disease,C14.907.617.812,Raynaud Disease
NCT00000542,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00000558,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00000614,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT00000620,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00004817,Seizures,C10.228.140.490,Epilepsy
NCT00006305,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00032786,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00032799,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00041938,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00043784,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00043784,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00059306,Stroke,C14.907.253.855,Stroke
NCT00060918,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00060931,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00062556,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT00064428,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00069823,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00071266,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT00073372,Stroke,C14.907.253.855,Stroke
NCT00074542,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00077779,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00077805,Cerebral Infarction,C14.907.253.855,Stroke
NCT00077805,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00078611,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00079638,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00089895,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00090116,Alzheimer Disease,C10.228.140.380,Dementia
