trm_lvl_id,pmid,page,original_strings_caught_from_tt,mesh_term,mesh_code,atc_code,risk_score,tid,global,global_n,global_pcdsfartl,mesh_term_f,txt_id
1744,20228402,4,age,Age Factors,D000367,NA,0,403,any,2,000000000,Age Factors,NA
1745,20228402,4,blood pressure control*,Blood Pressure,D001794,NA,0,403,any,2,000000000,Blood Pressure,NA
1746,20228402,4,body mass index,Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1747,20228402,4,body mass index[kg/m^],Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1748,20228402,4,body mass index[kg/m^];<25,Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1749,20228402,4,body mass index[kg/m^];>25-30,Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1750,20228402,4,body mass index[kg/m^];>30-35,Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1751,20228402,4,body mass index[kg/m^];>35,Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1752,20228402,4,body mass index[kh/m^],Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1753,20228402,4,body mass index[kh/m^];<25,Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1754,20228402,4,body mass index[kh/m^];>25-30,Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1755,20228402,4,body mass index[kh/m^];>30-35,Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1756,20228402,4,body mass index[kh/m^];>35,Body Mass Index,D015992,NA,0,403,any,2,000000000,Body Mass Index,NA
1757,20228402,4,Fasting plasma glucose,Glucose,D005947,NA,0,403,any,2,000000000,Glucose,NA
1758,20228402,4,fasting plasma glucose*,Glucose,D005947,NA,0,403,any,2,000000000,Glucose,NA
1759,20228402,4,Hypertension,Hypertension,D006973,NA,0,403,any,2,000000000,Hypertension,NA
1760,20228402,4,Prior CVD,Cardiovascular Diseases,D002318,NA,0,403,previous,8,100000000,Cardiovascular Diseases,NA
1761,20228402,4,race,Racial Groups,D044469,NA,0,403,any,2,000000000,Racial Groups,NA
1762,20228402,4,race;other,Racial Groups,D044469,NA,0,403,any,2,000000000,Racial Groups,NA
1763,20228402,4,region,Geographic Locations,D005842,NA,0,403,any,2,000000000,Geographic Locations,NA
1764,20228402,4,region;other,Geographic Locations,D005842,NA,0,403,any,2,000000000,Geographic Locations,NA
1765,20228402,4,sex,Gender Identity,D005783,NA,0,403,any,2,000000000,Gender Identity,NA
1766,20228402,4,waist circumference,Waist Circumference,D055105,NA,0,403,any,2,000000000,Waist Circumference,NA
1767,20228402,4,waist circumference[cm{female)/cm{male)],Waist Circumference,D055105,NA,0,403,any,2,000000000,Waist Circumference,NA
1768,20228402,4,waist circumference[cm{female)/cm{male)];<88/102,Waist Circumference,D055105,NA,0,403,any,2,000000000,Waist Circumference,NA
1769,20228402,4,waist circumference[cm{female)/cm{male)];>88/102,Waist Circumference,D055105,NA,0,403,any,2,000000000,Waist Circumference,NA
1770,20228403,2,ace inhibitor treatment,Angiotensin-Converting Enzyme Inhibitors,D000806,NA,0,844,any,2,000000000,Angiotensin-Converting Enzyme Inhibitors,NA
1771,20228403,2,age,Age Factors,D000367,NA,0,844,any,2,000000000,Age Factors,NA
1772,20228403,2,blood pressure control*,Blood Pressure,D001794,NA,0,844,any,2,000000000,Blood Pressure,NA
1773,20228403,2,body mass index[kg/m^],Body Mass Index,D015992,NA,0,844,any,2,000000000,Body Mass Index,NA
1774,20228403,2,body mass index[kg/m^];<25,Body Mass Index,D015992,NA,0,844,any,2,000000000,Body Mass Index,NA
1775,20228403,2,body mass index[kg/m^];>25-30,Body Mass Index,D015992,NA,0,844,any,2,000000000,Body Mass Index,NA
1776,20228403,2,body mass index[kg/m^];>30-35,Body Mass Index,D015992,NA,0,844,any,2,000000000,Body Mass Index,NA
1777,20228403,2,body mass index[kg/m^];>35,Body Mass Index,D015992,NA,0,844,any,2,000000000,Body Mass Index,NA
1778,20228403,2,Fasting plasma glucose,Glucose,D005947,NA,0,844,any,2,000000000,Glucose,NA
1779,20228403,2,Hypertension,Hypertension,D006973,NA,0,844,any,2,000000000,Hypertension,NA
1780,20228403,2,Prior CVD,Cardiovascular Diseases,D002318,NA,0,844,previous,8,100000000,Cardiovascular Diseases,NA
1781,20228403,2,race,Racial Groups,D044469,NA,0,844,any,2,000000000,Racial Groups,NA
1782,20228403,2,race;other,Racial Groups,D044469,NA,0,844,any,2,000000000,Racial Groups,NA
1783,20228403,2,region,Geographic Locations,D005842,NA,0,844,any,2,000000000,Geographic Locations,NA
1784,20228403,2,region;other,Geographic Locations,D005842,NA,0,844,any,2,000000000,Geographic Locations,NA
1785,20228403,2,sex,Gender Identity,D005783,NA,0,844,any,2,000000000,Gender Identity,NA
1786,20228403,2,waist circumference[cm(female)/cm(male)],Waist Circumference,D055105,NA,0,844,any,2,000000000,Waist Circumference,NA
1787,20228403,2,waist circumference[cm(female)/cm(male)];<88/102,Waist Circumference,D055105,NA,0,844,any,2,000000000,Waist Circumference,NA
1788,20228403,2,waist circumference[cm(female)/cm(male)];>88/102,Waist Circumference,D055105,NA,0,844,any,2,000000000,Waist Circumference,NA
1789,20228403,3,ace inhibitor treatment,Angiotensin-Converting Enzyme Inhibitors,D000806,NA,0,1351,any,2,000000000,Angiotensin-Converting Enzyme Inhibitors,NA
1790,20228403,3,age,Age Factors,D000367,NA,0,1351,any,2,000000000,Age Factors,NA
1791,20228403,3,blood pressure control*,Blood Pressure,D001794,NA,0,1351,any,2,000000000,Blood Pressure,NA
1792,20228403,3,body mass index[kg/m^],Body Mass Index,D015992,NA,0,1351,any,2,000000000,Body Mass Index,NA
1793,20228403,3,body mass index[kg/m^];<25,Body Mass Index,D015992,NA,0,1351,any,2,000000000,Body Mass Index,NA
1794,20228403,3,body mass index[kg/m^];>25-30,Body Mass Index,D015992,NA,0,1351,any,2,000000000,Body Mass Index,NA
1795,20228403,3,body mass index[kg/m^];>30-35,Body Mass Index,D015992,NA,0,1351,any,2,000000000,Body Mass Index,NA
1796,20228403,3,body mass index[kg/m^];>35,Body Mass Index,D015992,NA,0,1351,any,2,000000000,Body Mass Index,NA
1797,20228403,3,Fasting plasma glucose,Glucose,D005947,NA,0,1351,any,2,000000000,Glucose,NA
1798,20228403,3,fasting plasma glucose*,Glucose,D005947,NA,0,1351,any,2,000000000,Glucose,NA
1799,20228403,3,Hypertension,Hypertension,D006973,NA,0,1351,any,2,000000000,Hypertension,NA
1800,20228403,3,Prior CVD,Cardiovascular Diseases,D002318,NA,0,1351,previous,8,100000000,Cardiovascular Diseases,NA
1801,20228403,3,race,Racial Groups,D044469,NA,0,1351,any,2,000000000,Racial Groups,NA
1802,20228403,3,race;other,Racial Groups,D044469,NA,0,1351,any,2,000000000,Racial Groups,NA
1803,20228403,3,region,Geographic Locations,D005842,NA,0,1351,any,2,000000000,Geographic Locations,NA
1804,20228403,3,region;other,Geographic Locations,D005842,NA,0,1351,any,2,000000000,Geographic Locations,NA
1805,20228403,3,sex,Gender Identity,D005783,NA,0,1351,any,2,000000000,Gender Identity,NA
1806,20228403,3,waist circumference[cm(female)/cm(male)],Waist Circumference,D055105,NA,0,1351,any,2,000000000,Waist Circumference,NA
1807,20228403,3,waist circumference[cm(female)/cm(male)];<88/102,Waist Circumference,D055105,NA,0,1351,any,2,000000000,Waist Circumference,NA
1808,20228403,3,waist circumference[cm(female)/cm(male)];>88/102,Waist Circumference,D055105,NA,0,1351,any,2,000000000,Waist Circumference,NA
1809,20228403,4,ace inhibitor treatment,Angiotensin-Converting Enzyme Inhibitors,D000806,NA,0,855,any,2,000000000,Angiotensin-Converting Enzyme Inhibitors,NA
1810,20228403,4,age,Age Factors,D000367,NA,0,855,any,2,000000000,Age Factors,NA
1811,20228403,4,age;<60 years,Age Factors,D000367,NA,0,855,any,2,000000000,Age Factors,NA
1812,20228403,4,age;>60-67 years,Age Factors,D000367,NA,0,855,any,2,000000000,Age Factors,NA
1813,20228403,4,age;>67 years,Age Factors,D000367,NA,0,855,any,2,000000000,Age Factors,NA
1814,20228403,4,blood pressure control*,Blood Pressure,D001794,NA,0,855,any,2,000000000,Blood Pressure,NA
1815,20228403,4,body mass index[kg/m^],Body Mass Index,D015992,NA,0,855,any,2,000000000,Body Mass Index,NA
1816,20228403,4,body mass index[kg/m^];<25,Body Mass Index,D015992,NA,0,855,any,2,000000000,Body Mass Index,NA
1817,20228403,4,body mass index[kg/m^];>25-30,Body Mass Index,D015992,NA,0,855,any,2,000000000,Body Mass Index,NA
1818,20228403,4,body mass index[kg/m^];>30-35,Body Mass Index,D015992,NA,0,855,any,2,000000000,Body Mass Index,NA
1819,20228403,4,body mass index[kg/m^];>35,Body Mass Index,D015992,NA,0,855,any,2,000000000,Body Mass Index,NA
1820,20228403,4,Fasting plasma glucose,Glucose,D005947,NA,0,855,any,2,000000000,Glucose,NA
1821,20228403,4,Hypertension,Hypertension,D006973,NA,0,855,any,2,000000000,Hypertension,NA
1822,20228403,4,Prior CVD,Cardiovascular Diseases,D002318,NA,0,855,previous,8,100000000,Cardiovascular Diseases,NA
1823,20228403,4,race,Racial Groups,D044469,NA,0,855,any,2,000000000,Racial Groups,NA
1824,20228403,4,race;other,Racial Groups,D044469,NA,0,855,any,2,000000000,Racial Groups,NA
1825,20228403,4,region,Geographic Locations,D005842,NA,0,855,any,2,000000000,Geographic Locations,NA
1826,20228403,4,region;other,Geographic Locations,D005842,NA,0,855,any,2,000000000,Geographic Locations,NA
1827,20228403,4,sex,Gender Identity,D005783,NA,0,855,any,2,000000000,Gender Identity,NA
1828,20228403,4,waist circumference[cm(female)/cm(male)],Waist Circumference,D055105,NA,0,855,any,2,000000000,Waist Circumference,NA
1829,20228403,4,waist circumference[cm(female)/cm(male)];<88/102,Waist Circumference,D055105,NA,0,855,any,2,000000000,Waist Circumference,NA
1830,20228403,4,waist circumference[cm(female)/cm(male)];>88/102,Waist Circumference,D055105,NA,0,855,any,2,000000000,Waist Circumference,NA
1831,20228404,NA,age,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,NA
1832,20228404,NA,glycemia group,Glucose Intolerance,D018149,NA,0,0,any,2,000000000,Glucose Intolerance,NA
1833,20228404,NA,hba1c,Glycated Hemoglobin A,D006442,NA,0,0,any,2,000000000,Glycated Hemoglobin A,NA
1834,20228404,NA,hdl,Lipoproteins,D008074,NA,0,0,any,2,000000000,Lipoproteins,NA
1835,20228404,NA,ldl,Lipoproteins,D008074,NA,0,0,any,2,000000000,Lipoproteins,NA
1836,20228404,NA,previous cardiovascular event,Cardiovascular Diseases,D002318,NA,0,0,previous,8,100000000,Cardiovascular Diseases,NA
1837,20228404,NA,race,Racial Groups,D044469,NA,0,0,any,2,000000000,Racial Groups,NA
1838,20228404,NA,sex,Gender Identity,D005783,NA,0,0,any,2,000000000,Gender Identity,NA
1839,20228404,NA,triglycerides,Lipoproteins,D008074,NA,0,0,any,2,000000000,Lipoproteins,NA
1840,20385930,2,ace inhibitor or arb,Angiotensin-Converting Enzyme Inhibitors,D000806,NA,0,755,any,2,000000000,Angiotensin-Converting Enzyme Inhibitors,NA
1841,20385930,2,angiography during index hospitalization,Gender Identity,D005783,NA,0,755,any,2,000000000,Gender Identity,NA
1842,20385930,2,pci during index hospitalization,Percutaneous Coronary Intervention,D062645,NA,0,755,any,2,000000000,Percutaneous Coronary Intervention,NA
1843,20385930,2,statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,755,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
1844,20385930,3,men,Gender Identity,D005783,NA,0,1086,any,2,000000000,Gender Identity,NA
1845,20385930,3,women,Gender Identity,D005783,NA,0,1086,any,2,000000000,Gender Identity,NA
1846,20393175,2,'duration of crohn\'s disease (yrs)',Crohn Disease,D003424,NA,0,704,duration,5,001000000,Crohn Disease,NA
1847,20393175,2,age (yrs),Age Factors,D000367,NA,0,704,any,2,000000000,Age Factors,NA
1848,20393175,2,age (yrs);30 to < 40,Age Factors,D000367,NA,0,704,any,2,000000000,Age Factors,NA
1849,20393175,2,age (yrs);40 to <50,Age Factors,D000367,NA,0,704,any,2,000000000,Age Factors,NA
1850,20393175,2,baseline 5-asa,intestinal antiinflammatory agents,NA,A07E,0,704,any,2,000000000,intestinal antiinflammatory agents,NA
1851,20393175,2,baseline 5-asa;no use of 5-asa compounds,intestinal antiinflammatory agents,NA,A07E,0,704,any,2,000000000,intestinal antiinflammatory agents,NA
1852,20393175,2,baseline 5-asa;use 5-asa compounds,intestinal antiinflammatory agents,NA,A07E,0,704,any,2,000000000,intestinal antiinflammatory agents,NA
1853,20393175,2,baseline corticosteroid use (mg),Steroids,D013256,NA,0,704,any,2,000000000,Steroids,NA
1854,20393175,2,baseline crp (mg/dl),C-Reactive Protein,D002097,NA,0,704,any,2,000000000,C-Reactive Protein,NA
1855,20393175,2,center location,Geographic Locations,D005842,NA,0,704,any,2,000000000,Geographic Locations,NA
1856,20393175,2,crohn’s disease related surgery,"Surgical Procedures, Operative",D013514,NA,0,704,previous,8,100000000,"Surgical Procedures, Operative",NA
1857,20393175,2,crohn’s disease related surgery;with previous surgery,"Surgical Procedures, Operative",D013514,NA,0,704,previous,8,100000000,"Surgical Procedures, Operative",NA
1858,20393175,2,crohn’s disease related surgery;without previous surgery,"Surgical Procedures, Operative",D013514,NA,0,704,previous,8,100000000,"Surgical Procedures, Operative",NA
1859,20393175,2,duration of crohn’s disease (yrs),Crohn Disease,D003424,NA,0,704,duration,5,001000000,Crohn Disease,NA
1860,20393175,2,gender,Gender Identity,D005783,NA,0,704,any,2,000000000,Gender Identity,NA
1861,20393175,2,race,Racial Groups,D044469,NA,0,704,any,2,000000000,Racial Groups,NA
1862,20393175,2,race;non-caucasian,Racial Groups,D044469,NA,0,704,any,2,000000000,Racial Groups,NA
1863,20393175,2,Smoker,Cigarette Smoking,D000073865,NA,0,704,any,2,000000000,Cigarette Smoking,NA
1864,20393175,2,weight (kg),Body Weight,D001835,NA,0,704,any,2,000000000,Body Weight,NA
1865,20393175,2,y C-reactive protein;,C-Reactive Protein,D002097,NA,0,704,any,2,000000000,C-Reactive Protein,NA
1866,20393175,3,'duration of crohn\'s disease (yrs)',Crohn Disease,D003424,NA,0,1275,duration,5,001000000,Crohn Disease,NA
1867,20393175,3,age (yrs),Age Factors,D000367,NA,0,1275,any,2,000000000,Age Factors,NA
1868,20393175,3,baseline 5-asa,intestinal antiinflammatory agents,NA,A07E,0,1275,any,2,000000000,intestinal antiinflammatory agents,NA
1869,20393175,3,baseline 5-asa;no use of 5-asa compounds,intestinal antiinflammatory agents,NA,A07E,0,1275,any,2,000000000,intestinal antiinflammatory agents,NA
1870,20393175,3,baseline 5-asa;use 5-asa compounds,intestinal antiinflammatory agents,NA,A07E,0,1275,any,2,000000000,intestinal antiinflammatory agents,NA
1871,20393175,3,baseline corticosteroid use (mg),Steroids,D013256,NA,0,1275,any,2,000000000,Steroids,NA
1872,20393175,3,baseline crp (mg/dl),C-Reactive Protein,D002097,NA,0,1275,any,2,000000000,C-Reactive Protein,NA
1873,20393175,3,center location,Geographic Locations,D005842,NA,0,1275,any,2,000000000,Geographic Locations,NA
1874,20393175,3,crohn’s disease related surgery,complex,none,NA,0,1275,any,2,000000000,complex,NA
1875,20393175,3,crohn’s disease related surgery;with previous surgery,"Surgical Procedures, Operative",D013514,NA,0,1275,previous,8,100000000,"Surgical Procedures, Operative",NA
1876,20393175,3,crohn’s disease related surgery;without previous surgery,"Surgical Procedures, Operative",D013514,NA,0,1275,previous,8,100000000,"Surgical Procedures, Operative",NA
1877,20393175,3,duration of crohn’s disease (yrs),Crohn Disease,D003424,NA,0,1275,duration,5,001000000,Crohn Disease,NA
1878,20393175,3,gender,Gender Identity,D005783,NA,0,1275,any,2,000000000,Gender Identity,NA
1879,20393175,3,race,Racial Groups,D044469,NA,0,1275,any,2,000000000,Racial Groups,NA
1880,20393175,3,race;non-caucasian,Racial Groups,D044469,NA,0,1275,any,2,000000000,Racial Groups,NA
1881,20393175,3,Smoker,Cigarette Smoking,D000073865,NA,0,1275,any,2,000000000,Cigarette Smoking,NA
1882,20393175,3,weight (kg),Body Weight,D001835,NA,0,1275,any,2,000000000,Body Weight,NA
1883,20393175,3,y C-reactive protein;,C-Reactive Protein,D002097,NA,0,1275,any,2,000000000,C-Reactive Protein,NA
1884,20393175,4,'duration of crohn\'s disease (yrs)',Crohn Disease,D003424,NA,0,301,duration,5,001000000,Crohn Disease,NA
1885,20393175,4,age (yrs),Age Factors,D000367,NA,0,301,any,2,000000000,Age Factors,NA
1886,20393175,4,baseline 5-asa,intestinal antiinflammatory agents,NA,A07E,0,301,any,2,000000000,intestinal antiinflammatory agents,NA
1887,20393175,4,baseline 5-asa;no use of 5-asa compounds,intestinal antiinflammatory agents,NA,A07E,0,301,any,2,000000000,intestinal antiinflammatory agents,NA
1888,20393175,4,baseline 5-asa;use 5-asa compounds,intestinal antiinflammatory agents,NA,A07E,0,301,any,2,000000000,intestinal antiinflammatory agents,NA
1889,20393175,4,baseline corticosteroid use (mg),Steroids,D013256,NA,0,301,any,2,000000000,Steroids,NA
1890,20393175,4,baseline corticosteroid use (mg);with corticosteroid treatment > 20,Steroids,D013256,NA,0,301,any,2,000000000,Steroids,NA
1891,20393175,4,center location,Geographic Locations,D005842,NA,0,301,any,2,000000000,Geographic Locations,NA
1892,20393175,4,center location;europe/lsrael,Geographic Locations,D005842,NA,0,301,any,2,000000000,Geographic Locations,NA
1893,20393175,4,crohn’s disease related surgery,complex,none,NA,0,301,any,2,000000000,complex,NA
1894,20393175,4,crohn’s disease related surgery;with previous surgery,"Surgical Procedures, Operative",D013514,NA,0,301,previous,8,100000000,"Surgical Procedures, Operative",NA
1895,20393175,4,crohn’s disease related surgery;without previous surgery,"Surgical Procedures, Operative",D013514,NA,0,301,previous,8,100000000,"Surgical Procedures, Operative",NA
1896,20393175,4,duration of crohn’s disease (yrs),Crohn Disease,D003424,NA,0,301,duration,5,001000000,Crohn Disease,NA
1897,20393175,4,gender,Gender Identity,D005783,NA,0,301,any,2,000000000,Gender Identity,NA
1898,20393175,4,race,Racial Groups,D044469,NA,0,301,any,2,000000000,Racial Groups,NA
1899,20393175,4,race;non-caucasian,Racial Groups,D044469,NA,0,301,any,2,000000000,Racial Groups,NA
1900,20393175,4,Smoker,Cigarette Smoking,D000073865,NA,0,301,any,2,000000000,Cigarette Smoking,NA
1901,20393175,4,weight (kg),Body Weight,D001835,NA,0,301,any,2,000000000,Body Weight,NA
1902,20393175,4,y C-reactive protein;,C-Reactive Protein,D002097,NA,0,301,any,2,000000000,C-Reactive Protein,NA
1903,20400762,1,age (years),Age Factors,D000367,NA,0,642,any,2,000000000,Age Factors,NA
1904,20400762,1,diabetes,Diabetes Mellitus,D003920,NA,0,642,any,2,000000000,Diabetes Mellitus,NA
1905,20400762,1,diabetes;dm,Diabetes Mellitus,D003920,NA,0,642,any,2,000000000,Diabetes Mellitus,NA
1906,20400762,1,diabetes;no dm,Diabetes Mellitus,D003920,NA,0,642,any,2,000000000,Diabetes Mellitus,NA
1907,20400762,1,diabetes;no prior ml,Myocardial Infarction,D009203,NA,0,642,previous,8,100010000,Myocardial Infarction,NA
1908,20400762,1,diabetes;prior ml,Myocardial Infarction,D009203,NA,0,642,previous,8,100010000,Myocardial Infarction,NA
1909,20400762,1,fibrinolytic,Fibrinolytic Agents,D005343,NA,0,642,any,2,000000000,Fibrinolytic Agents,NA
1910,20400762,1,fibrinolytic;fibrin-specilic,Fibrinolytic Agents,D005343,NA,0,642,any,2,000000000,Fibrinolytic Agents,NA
1911,20400762,1,fibrinolytic;streptokinase,Fibrinolytic Agents,D005343,NA,0,642,any,2,000000000,Fibrinolytic Agents,NA
1912,20400762,1,location,Infarction,D007238,NA,0,642,location,7,000000001,Infarction,NA
1913,20400762,1,location;other,Infarction,D007238,NA,0,642,location,7,000000001,Infarction,NA
1914,20400762,1,sex,Gender Identity,D005783,NA,0,642,any,2,000000000,Gender Identity,NA
1915,20400762,1,time to rx,Myocardial Infarction,D009203,NA,0,642,duration,5,001000000,Myocardial Infarction,NA
1916,20409909,NA,BMI,Body Mass Index,D015992,NA,0,0,any,2,000000000,Body Mass Index,NA
1917,20409909,NA,Diabetes,Diabetes Mellitus,D003920,NA,0,0,any,2,000000000,Diabetes Mellitus,NA
1918,20409909,NA,Elderly,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,NA
1919,20409909,NA,Isolated systolic hypertension,Hypertension,D006973,NA,0,0,type,2,000000000,Hypertension,NA
1920,20409909,NA,Race,Racial Groups,D044469,NA,0,0,any,2,000000000,Racial Groups,NA
