nct_id,phase,number_of_arms,brief_title,official_title,enrollment,a,b,comparator,combination
NCT00827242,Phase 3,2,Study to Treat Patients Who Have Signs and Symptoms of Benign Prostatic Hyperplasia (BPH) With Tadalafil Daily,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Parallel-Design, Multinational Study to Evaluate the Efficacy and Safety of Daily Tadalafil for 12 Weeks in Men With Signs and Symptoms of Benign Prostatic Hyperplasia",325,placebo,tadalafil,plac_stnd,FALSE
NCT00855582,Phase 3,3,A Study in the Treatment of Erectile Dysfunction and Benign Prostate Hyperplasia,"A Randomized, Double-Blind, Placebo-Controlled, Parallel Design, Multinational Study to Evaluate the Efficacy and Safety of Tadalafil 2.5 and 5 mg Once Daily Dosing for 12 Weeks for the Treatment of Erectile Dysfunction and Signs and Symptoms of Benign Prostatic Hyperplasia in Men With Both Erectile Dysfunction and Benign Prostatic Hyperplasia",606,placebo,tadalafil,plac_stnd,FALSE
NCT02390882,Phase 3,3,A Phase 3 Clinical Trial to Evaluate the Efficacy and Safety of HGP0412 and HIP1402 in Patients With BPH,"A Multicenter, Randomized, Double-blind, Phase 3 Clinical Trial to Evaluate the Efficacy and Safety of HGP0412 and HIP1402 in Patients With Benign Prostatic Hyperplasia",494,placebo,tamsulosin,plac_stnd,FALSE
NCT01321255,Phase 3,2,Fixed Dose Combination Drug (Polypill)for Secondary Cardiovascular Prevention.,Improving Equitable Acces and Adherence to Secondary Prevention Therapy With a Fixed-Dose Combination Drug,2118,NA,ramipril,plac_stnd,TRUE
NCT01543555,Phase 3,2,Lowering the Risk of Operative Complications Using Atorvastatin Loading Dose,Multicenter Randomized Controlled Trial of Loading Dose Statins for the Prevention of Cardiovascular Complications in High-Risk Non-Cardiac Surgery,648,placebo,atorvastatin,plac_stnd,FALSE
NCT00097786,Phase 3,4,Long-term Study of Nateglinide+Valsartan to Prevent or Delay Type II Diabetes Mellitus and Cardiovascular Complications,"A Multinational, Randomized, Double-blind, Placebo-controlled, Forced-titration, 2 x 2 Factorial Design Study of the Efficacy and Safety of Long-term Administration of Nateglinide and Valsartan in the Prevention of Diabetes and Cardiovascular Outcomes in Subjects With Impaired Glucose Tolerance (IGT)",9306,placebo,nateglinide,plac_stnd,FALSE
NCT00602472,Phase 3,2,BI 1356 (Linagliptin) in Combination With Metformin and a Sulphonylurea in Type 2 Diabetes,"A Randomised, Double-blind, Placebo-controlled Parallel Group Efficacy and Safety Study of BI 1356 (5 mg) Administered Orally Once Daily Over 24 Weeks, With an Open-label Extension to One Year (Placebo Patients Switched to BI 1356), in Type 2 Diabetic Patients With Insufficient Glycaemic Control Despite a Therapy of Metformin in Combination With a Sulphonylurea",1058,placebo,linagliptin,plac_stnd,FALSE
NCT00327015,Phase 3,4,A Phase 3 Study of BMS-477118 in Combination With Metformin in Subjects With Type 2 Diabetes Who Are Not Controlled With Diet and Exercise,"A Multicenter, Randomized, Double-Blind Active-Controlled, Phase 3 Trial to Evaluate the Efficacy and Safety of Saxagliptin in Combination With Metformin IR as Initial Therapy Compared to Saxagliptin Monotherapy and to Metformin IR Monotherapy in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control",1306,placebo,saxagliptin,plac_stnd,FALSE
NCT00000542,Phase 3,NA,Antihypertensive and Lipid-Lowering Treatment to Prevent Heart Attack Trial (ALLHAT),NA,NA,lisinopril|pravastatin|chlorthalidone,doxazosin,undefined,NA
NCT01081834,Phase 3,3,The CANTATA-M (CANagliflozin Treatment and Trial Analysis - Monotherapy) Trial,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy, Safety, and Tolerability of Canagliflozin as Monotherapy in the Treatment of Subjects With Type 2 Diabetes Mellitus Inadequately Controlled With Diet and Exercise",678,placebo,canagliflozin,plac_stnd,TRUE
NCT01144338,Phase 3,2,Exenatide Study of Cardiovascular Event Lowering Trial (EXSCEL): A Trial To Evaluate Cardiovascular Outcomes After Treatment With Exenatide Once Weekly In Patients With Type 2 Diabetes Mellitus,"Exenatide Study of Cardiovascular Event Lowering Trial (EXSCEL). A Randomized, Placebo Controlled Clinical Trial to Evaluate Cardiovascular Outcomes After Treatment With Exenatide Once Weekly in Patients With Type 2 Diabetes Mellitus.",14752,placebo,exenatide,plac_stnd,FALSE
NCT01730534,Phase 3,2,Multicenter Trial to Evaluate the Effect of Dapagliflozin on the Incidence of Cardiovascular Events,"Dapagliflozin Effect on Cardiovascular Events A Multicenter, Randomized, Double-Blind, Placebo-Controlled Trial to Evaluate the Effect of Dapagliflozin 10 mg Once Daily on the Incidence of Cardiovascular Death, Myocardial Infarction or Ischemic Stroke in Patients With Type 2 Diabetes",17276,placebo,dapagliflozin,plac_stnd,FALSE
NCT00134160,Phase 4,2,OlmeSartan and Calcium Antagonists Randomized (OSCAR) Study,The Study Comparing the Incidence of Cardiovascular Events Between High-dose ARB Monotherapy and Combination Therapy With ARB and Calcium Channel Blocker in Japanese Elderly Hypertensive Patients at High Cardiovascular Risk,1000,olmesartan,azelnidipine,diff_class,TRUE
NCT00397657,Phase 4,2,Comparative Study of the Effect of Ezetimibe Versus Extended-Release Niacin on Atherosclerosis,ARBITER 6: ARterial Biology for the Investigation of the Treatment Effects of Reducing Cholesterol 6 - HDL and LDL Treatment Strategies in Atherosclerosis (HALTS),400,NA,niacin,plac_stnd,FALSE
NCT00433966,Phase 3,2,Harmonizing Outcomes With Revascularization and Stents in Acute Myocardial Infarction,Dual Arm Factorial Randomized Trial in Patients w/ST Segment Elevation AMI to Compare the Results of Using Anticoagulation With Either Unfractionated Heparin + Routine GP IIb/IIIa Inhibition or Bivalirudin + Bail-out GP IIb/IIIa Inhibition; and Primary Angioplasty With Stent Implantation With Either a Slow Rate-release Paclitaxel-eluting Stent (TAXUS™) or Uncoated Bare Metal Stent (EXPRESS2™),3602,bivalirudin,paclitaxel,diff_class,TRUE
NCT00174785,Phase 3,2,A Trial With Dronedarone to Prevent Hospitalization or Death in Patients With Atrial Fibrillation,"A Placebo-controlled,Double-blind,Parallel Arm Trial to Assess the Efficacy of Dronedarone 400mg Bid for the Prevention of Cardiovascular Hospitalization or Death From Any Cause in Patients With Atrial Fibrillation/Atrial Flutter (AF/AFL)",4628,placebo,dronedarone,plac_stnd,FALSE
NCT01813422,Phase 3,2,GLobal Assessment of Plaque reGression With a PCSK9 antibOdy as Measured by intraVascular Ultrasound,"A Double-blind, Randomized, Multi-center, Placebo-controlled, Parallel-group Study to Determine the Effects of Evolocumab (AMG 145) Treatment on Atherosclerotic Disease Burden as Measured by Intravascular Ultrasound in Subjects Undergoing Coronary Catheterization",970,placebo,evolocumab,plac_stnd,FALSE
NCT01502774,Phase 3,2,Cyclosporine and Prognosis in Acute Myocardial Infarction (MI) Patients,Does Cyclosporine ImpRove Clinical oUtcome in ST Elevation Myocardial Infarction Patients,970,placebo,ciclosporin,plac_stnd,FALSE
NCT00000556,Phase 3,NA,Atrial Fibrillation Follow-up Investigation of Rhythm Management (AFFIRM),NA,NA,antagon|procainamide|disopyramide,verapamil,undefined,NA
NCT00376272,Phase 3,2,GISSI-AF - Use of Valsartan an Angiotensin II AT1-Receptor Blocker in the Prevention of Atrial Fibrillation Recurrence,"Randomized, Prospective, Parallel Group, Placebo-Controlled, Multi-Center Study on the Use of Valsartan an Angiotensin II AT1-Receptor Blocker in the Prevention of Atrial Fibrillation Recurrence",1442,placebo,valsartan,plac_stnd,FALSE
NCT01176968,Phase 4,2,Impact Of Eplerenone On Cardiovascular Outcomes In Patients Post Myocardial Infarction,"A Double-blind, Randomized, Placebo-controlled Trial Evaluating The Safety And Efficacy Of Early Treatment With Eplerenone In Patients With Acute Myocardial Infarction",1012,placebo,eplerenone,plac_stnd,FALSE
NCT00417222,Phase 3,2,Supplemental Benefit of Angiotensin Receptor Blocker in Hypertensive Patients With Stable Heart Failure Using Olmesartan,Supplemental Benefit of Angiotensin II Receptor Blocker in Hypertensive Patients With Stable Heart Failure Using Olmesartan (SUPPORT Trial),1145,standard care,olmesartan,plac_stnd,FALSE
NCT00095238,Phase 3,2,Irbesartan in Heart Failure With Preserved Systolic Function (I-Preserve),Irbesartan in Heart Failure With Preserved Systolic Function (I-Preserve),4128,placebo,irbesartan,plac_stnd,FALSE
NCT00046228,Phase 3,3,A Study of Abciximab and Reteplase When Administered Prior to Catherization After a Myocardial Infarction (Finesse),"A Muticenter, Randomized, Double-blind, Placebo Controlled Trial Comparing the Efficacy and Safety of Reteplease and Abciximab Combination Therapy With Abciximab Alone Administered Early or Just Prior to Primary Primary Percutaneous Coronary Intervention for Acute Myocardial Infarction.",2461,NA,reteplase,plac_stnd,FALSE
NCT02441218,Phase 3,2,Effects of Ivabradine on Cardiovascular Events in Patients With Moderate to Severe Chronic Heart Failure and Left Ventricular Systolic Dysfunction. A Three-year International Multicentre Study,NA,6505,placebo,ivabradine,plac_stnd,FALSE
NCT01130246,Phase 3,2,VISTA-16 Trial: Evaluation of Safety and Efficacy of Short-term A-002 Treatment in Subjects With Acute Coronary Syndrome,VISTA-16 Trial: Evaluation of the Safety and Efficacy of Short-Term A-002 Treatment in Subjects With Acute Coronary Syndromes,5189,placebo,varespladib,plac_stnd,TRUE
NCT00094302,Phase 3,2,Aldosterone Antagonist Therapy for Adults With Heart Failure and Preserved Systolic Function,Treatment of Preserved Cardiac Function Heart Failure With an Aldosterone Antagonist (TOPCAT),3445,placebo,spironolactone,plac_stnd,FALSE
NCT00099788,Phase 3,2,Metabolic Efficiency With Ranolazine for Less Ischemia in Non-ST Elevation Acute Coronary Syndromes,"A Randomized, Double-blind, Parallel-group, Placebo-controlled, Multinational, Clinical Trial to Evaluate the Efficacy and Safety of Ranolazine vs Placebo in Patients With Non-ST Segment Elevation Acute Coronary Syndromes",6560,placebo,ranolazine,plac_stnd,FALSE
NCT01035255,Phase 3,2,This Study Will Evaluate the Efficacy and Safety of LCZ696 Compared to Enalapril on Morbidity and Mortality of Patients With Chronic Heart Failure,"A Multicenter, Randomized, Double-blind, Parallel Group, Active-controlled Study to Evaluate the Efficacy and Safety of LCZ696 Compared to Enalapril on Morbidity and Mortality in Patients With Chronic Heart Failure and Reduced Ejection Fraction",8442,valsartan and sacubitril,enalapril,diff_class,TRUE
NCT01661634,Phase 3,2,Efficacy and Safety of Ularitide for the Treatment of Acute Decompensated Heart Failure,"Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled Trial to Evaluate the Efficacy and Safety of Ularitide (Urodilatin) Intravenous Infusion in Patients Suffering From Acute Decompensated Heart Failure [TRUE-AHF]",2157,placebo,ularitide,plac_stnd,FALSE
NCT01930682,Phase 4,2,EARLY Routine Catheterization After Alteplase Fibrinolysis vs. PPCI in ST-Segment-Elevation MYOcardial Infarction,"EARLY Routine Catheterization or Rescue Angioplasty After Alteplase Fibrinolysis vs. Primary Angioplasty in Acute ST-elevation MYOcardial Infarction: An Open, Prospective, Randomized, Multicentre Trial",344,NA,alteplase,plac_stnd,FALSE
NCT00000476,Phase 3,NA,Digitalis Investigation Group (DIG),NA,NA,NA,digoxin,poss_plac_stnd,NA
NCT00139386,Phase 4,2,Candesartan for Prevention of Cardiovascular Events After Cypher or Taxus Coronary Stenting (4C) Trial,Effects of Candesartan Cilexetil on Cardiovascular Events in Japanese Patients With Hypertension After Sirolimus- or Paclitaxel-Eluting Stents Implantation,1119,standard care,candesartan,plac_stnd,FALSE
NCT00043784,Phase 3,NA,SYNERGY: Open Study of Enoxaparin Versus Unfractionated Heparin in Patients With Acute Coronary Syndromes,"A Prospective, Randomized, Open-Label, Multicenter Study in Patients Presenting With Acute Coronary Syndromes (ACS)",8000,NA,enoxaparin,poss_plac_stnd,NA
NCT00133003,Phase 4,2,"Abciximab, Clopidogrel and Percutaneous Coronary Intervention in Acute Coronary Syndrome (ISAR-REACT-2)","Prospective, Randomized, Double-Blind, Placebo-Controlled Trial of the Glycoprotein IIb/IIIa Inhibition With Abciximab in Patients With ACS Undergoing Coronary Stenting After Pretreatment With a High Loading Dose of Clopidogrel (ISAR-REACT-2)",2022,placebo,abciximab,plac_stnd,FALSE
NCT00251576,Phase 3,NA,Aggrastat to Zocor (AtoZ) - the Use of Two Approved Drugs to Treat Patients Who Have Experienced Chest Pain or a Heart Attack (0733-180),"A Multicenter, Randomized, Controlled, Double-Blind Trial to Investigate the Clinical Efficacy and Tolerability of Early Treatment With Simvastatin 40 mg Daily for 30 Days, Followed by Simvastatin 80 mg Daily Thereafter in Tirofiban-Treated Acute Coronary Syndrome Patients Who Have Been Randomized to Receive Enoxaparin or Unfractionated Heparin in Conjunction With Aspirin",4497,heparin|heparin|heparin,tirofiban,undefined,NA
NCT00827411,Phase 4,4,"Double Randomization of a Monitoring Adjusted Antiplatelet Treatment Versus a Common Antiplatelet Treatment for DES Implantation, and Interruption Versus Continuation of Double Antiplatelet Therapy","Double Randomization of a Monitoring Adjusted Antiplatelet Treatment Versus a Common Antiplatelet Treatment for DES Implantation, and a Interruption Versus Continuation of Double Antiplatelet Therapy, One Year After Stenting",2500,NA,prasugrel,plac_stnd,TRUE
NCT01291641,Phase 4,3,Investigate Effect on Mean IMT of Probucol And/or CilosTazol in Patients With Coronary Heart dIsease Taking HMGCoA Reductase Inhibitor Therapy,"Investigate Effect on Mean IMT of Probucol And/or CilosTazol in Patients With Coronary Heart dIsease Taking HMGCoA Reductase Inhibitor Therapy: A Randomized, Multicenter, Multinational Study",342,NA,probucol,plac_stnd,FALSE
NCT02446990,Phase 3,2,Effects of Ivabradine in Patients With Stable Coronary Artery Disease Without Clinical Heart Failure,Effects of Ivabradine in Patients With Stable Coronary Artery Disease Without Clinical Heart Failure. A Randomised Double-blind Placebo-controlled International Multicenter Study. Study Assessing the Morbi-mortality Benefits of the If Inhibitor Ivabradine in Patients With Coronary Artery Disease,19102,placebo,ivabradine,plac_stnd,FALSE
NCT00986050,Phase 4,4,Comparison of Drug Eluting and Bare Metal Stents With or Without Abciximab in ST Elevation Myocardial Infarction,A Comparison of Drug Eluting and Bare Metal Stents With or Without Abciximab in ST Segment Elevation Myocardial Infarction The Eindhoven Reperfusion Study,907,not a drug,sirolimus,plac_stnd,FALSE
NCT00432796,Phase 3,2,PERIOP 2 - A Safety and Effectiveness of LMWH vs Placebo Bridging Therapy for Patients on Long Term Warfarin Requiring Temporary Interruption of Warfarin.,A Double Blind Randomized Control Trial of Post-Operative Low Molecular Weight Heparin Bridging Therapy Versus Placebo Bridging Therapy for Patients Who Are at High Risk for Arterial Thromboembolism (PERIOP 2),1473,placebo,dalteparin,plac_stnd,FALSE
NCT00092651,Phase 3,NA,A Study of MK0653A (Ezetimibe (+) Simvastatin) in Patients With Hypercholesterolemia (0653A-038),"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, ""Factorial"" Design Study to Evaluate the Lipid-Altering Efficacy and Safety of Ezetimibe/Simvastatin Combination Tablet in Patients With Primary Hypercholesterolemia",1398,simvastatin|ezetimibe|ezetimibe,simvastatin,undefined,NA
NCT00231738,Phase 4,NA,Protective Effect of EPA on Cardiovascular Events,Effect of Eicosapentaenoic Acid (EPA) on Major Cardiovascular Events in Hypercholesterolemic Patients: the Japan EPA Lipid Intervention Study (JELIS),18000,NA,omega-3-triglycerides incl. other esters and acids,poss_plac_stnd,NA
NCT00947843,Phase 4,3,Efficacy and Tolerability of Clopidogrel Resinate and Clopidogrel Bisulfate in Patients With Coronary Heart Disease (CHD) or CHD Equivalents,"Assessment of the Efficacy and Tolerability of Clopidogrel Resinate and Clopidogrel Bisulfate in Patients With Coronary Heart Disease (CHD) or CHD Equivalents : A Multicenter, Randomized, Double-blind, Placebo-controlled Clinical Trial",306,placebo,clopidogrel,plac_stnd,FALSE
NCT00092690,Phase 3,NA,MK0653A (Ezetimibe (+) Simvastatin) Compared to an Approved Drug (Atorvastatin) for the Treatment of High Cholesterol (0653A-051)(COMPLETED),"A Multicenter, Double-Blind, Randomized, Parallel Group, 6-Week Study to Evaluate the Efficacy and Safety of Ezetimibe/Simvastatin Combination Tablet Versus Atorvastatin in Patients With Hypercholesterolemia",1902,ezetimibe|ezetimibe|atorvastatin,simvastatin,undefined,NA
