nct_id,phase,number_of_arms,brief_title,official_title,enrollment,start_date,completion_date,sponsor
NCT00077792,Phase 3,NA,Enoxaparin and Thrombolysis Reperfusion for Acute Myocardial Infarction Treatment Thrombolysis in Myocardial Infarction - Study 25 (ExTRACT-TIMI25),"A Randomized, Double-Blind, Double-Dummy , Parallel Group, Multinational, Clinical Study to Evaluate the Efficacy and Safety of Enoxaparin Versus Unfractionated Heparin in Patients With Acute ST-Segment Elevation Myocardial Infarction Receiving Fibrinolytic Therapy",20506,2002-10-01,2006-12-01,Sanofi
NCT00092118,Phase 3,2,The Clinical Effects of Montelukast in Patients With Perennial Allergic Rhinitis (0476-265),"A Multicenter, Double-Blind, Randomized, Placebo-Controlled, Parallel-Group Study Investigating the Clinical Effects of Montelukast in Patients With Perennial Allergic Rhinitis",1992,2003-10-01,2004-05-01,Merck Sharp & Dohme Corp.
NCT00092599,Phase 3,NA,Investigational Drug Study in Patients With Elevated Cholesterol and Coronary Heart Disease (0653-801),"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate Efficacy, Safety, and Tolerability of Ezetimibe 10 mg or Placebo Co-administered With Existing Simvastatin 10 mg or 20 mg in Attaining Low-Density Lipoprotein Cholesterol Target Levels in Patients With Hypercholesterolemia and Coronary Heart Disease.",410,2003-02-01,2004-07-01,Merck Sharp & Dohme Corp.
NCT00092612,Phase 3,NA,Co-administration Study in Patients With Elevated Cholesterol and Coronary Heart Disease (0653-802)(COMPLETED),"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate Efficacy, Safety, and Tolerability of Ezetimibe 10 mg or Placebo Co-administered With Existing Simvastatin 10 mg or 20 mg in Attaining Low-Density Lipoprotein Cholesterol Target Levels in Patients With Hypercholesterolemia and Coronary Heart Disease.",372,2003-05-01,2004-06-01,Merck Sharp & Dohme Corp.
NCT00092703,Phase 3,NA,Investigational Drug Versus an Approved Drug in Patients With Osteoarthritis (0663-061)(COMPLETED),"A Randomized, Double-Blind, Multicenter Study to Evaluate the Tolerability and Effectiveness of Etoricoxib 90 mg q.d. vs. Diclofenac Sodium 50 mg t.i.d. in Patients With Osteoarthritis",6000,2002-06-27,2003-11-01,Merck Sharp & Dohme Corp.
NCT00095550,Phase 3,3,Irbesartan/Hydrochlorothiazide (HCTZ) Combination Therapy for Patients With Moderate Hypertension,The Efficacy and Safety of Irbesartan/HCTZ Combination Therapy as First Line Treatment for Patients With Moderate Hypertension,496,2004-10-01,2005-06-01,Bristol-Myers Squibb
NCT00105027,Phase 3,6,The Standard Care vs. COrticosteroid for REtinal Vein Occlusion (SCORE) Study,The Standard Care vs. COrticosteroid for REtinal Vein Occlusion (SCORE) Study: Two Randomized Trials to Compare the Efficacy and Safety of Intravitreal Injection(s) of Triamcinolone Acetonide With Standard Care to Treat Macular Edema,682,2004-10-01,2009-02-01,The EMMES Corporation
NCT00115622,Phase 3,NA,Study In Adults And Adolescents With Seasonal Allergic Rhinitis,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multi-Center Study to Evaluate the Efficacy and Safety of Once-Daily, Intranasal Administration of GW685698X Aqueous Nasal Spray 100mcg for 14 Days in Adult and Adolescent Subjects With Seasonal Allergic Rhinitis",304,2004-12-01,2005-01-01,GlaxoSmithKline
NCT00121667,Phase 3,4,Study Assessing Saxagliptin Treatment In Type 2 Diabetic Subjects Who Are Not Controlled With Metformin Alone,"""A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase III Trial to Evaluate the Efficacy and Safety of BMS-477118 in Combination With Metformin in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Alone""",1462,2005-08-01,2010-02-01,AstraZeneca
NCT00127647,Phase 3,3,An Approved Drug to Study a New Indication for Allergic Rhinitis (0476-327),MK0476 Phase III Double-Blind Comparative Study - Allergic Rhinitis,1375,2004-11-01,2005-04-01,Merck Sharp & Dohme Corp.
NCT00144911,Phase 4,1,ADVAIR® DISKUS® Inhaler (Fluticasone Propionate/Salmeterol) Versus SEREVENT® DISKUS® Inhaler (Salmeterol) For The Treatment Of Chronic Obstructive Pulmonary Disease Exacerbations. ADVAIR® DISKUS® Inhaler and SEREVENT® DISKUS® Inhaler Are Trademarks of the GSK Group of Companies.,"A Randomized, Double-Blind, Parallel Group, 52-Week Study to Compare the Effect of Fluticasone Propionate/Salmeterol DISKUS® Inhaler Combination Product 250/50mcg Twice Daily With Salmeterol DISKUS® Inhaler 50mcg Twice Daily on the Annual Rate of Moderate/Severe Exacerbations in Subjects With Chronic Obstructive Pulmonary Disease (COPD)",740,2004-10-01,2006-12-01,GlaxoSmithKline
NCT00152386,Phase 3,NA,A Placebo Controlled Study to Assess Efficacy and Safety of Certolizumab Pegol in the Treatment of Rheumatoid Arthritis,"A Phase III Multicentre, Double Blind, Placebo-controlled, Parallel Group 52-week Study to Assess the Efficacy and Safety of 2 Dose Regimens of Lyophilised CDP870 as Additional Medication to Methotrexate in the Treatment of Signs and Symptoms and Preventing Structural Damage in Patients With Active Rheumatoid Arthritis Who Have an Incomplete Response to Methotrexate",950,2005-02-01,2006-10-01,UCB Pharma
NCT00171093,Phase 3,NA,A 10-12 Week Study to Evaluate the Safety and Efficacy of 320 mg Valsartan and 80 mg Simvastatin in Combination and as Monotherapies in Treating Hypertension and Hypercholesterolemia,"A 10-12 Week Multicenter, Double-blind Study to Evaluate the Efficacy and Safety of the Combination of Valsartan (320 mg) and Simvastatin (80 mg) Compared to Valsartan (320 mg) and Simvastatin (80 mg) Monotherapies in Essential Hypertension and Hypercholesterolemia",369,2004-09-01,NA,Novartis
NCT00174824,Phase 4,NA,Comparison of Insulin Glargine and NPH Human Insulin in Progression of Diabetic Retinopathy in Type 2 Diabetic Patients,Evaluation of Diabetic Retinopathy Progression in Subjects With Type 2 Diabetes Mellitus Treated With Insulin,1024,2001-06-01,2007-04-01,Sanofi
NCT00191464,Phase 4,NA,Long-Term Effects of Insulin Plus Metformin Regimens on the Overall and Postprandial Glycemic Control of Patients With Type 2 Diabetes,Long-Term Effects of Insulin Plus Metformin Regimens on the Overall and Postprandial Glycemic Control of Patients With Type 2 Diabetes: A Comparison of Premeal Insulin Lispro Mixtures to Once-Daily Insulin Glargine,320,2003-12-01,2005-09-01,Eli Lilly and Company
NCT00195507,Phase 4,NA,Study Evaluating Etanercept in the Treatment of Subjects With Psoriasis,"A Randomized, Open Label Study to Evaluate the Safety and Efficacy of Etanercept in the Treatment of Subjects With Psoriasis",720,2004-12-01,2007-02-01,Wyeth is now a wholly owned subsidiary of Pfizer
NCT00219193,Phase 3,NA,A Clinical Study to Evaluate the Safety and Efficacy of the Combination of Aliskiren and Valsartan in Hypertensive Non Responders Patients,"An Eight Week, Multicenter Study to Evaluate Efficacy and Safety of the Triple Combo of Aliskiren /Valsartan/HCTZ (300/320/25 mg), Compared to the Double Combos of Aliskiren/HCTZ (300/25 mg) or Valsartan/HCTZ (320/25 mg) in Patients With Essential Hypertension Not Adequately Responsive to HCTZ 25 mg",641,2005-10-01,2007-01-01,Novartis
NCT00221156,Phase 3,NA,Acarbose and Secondary Prevention After Coronary Stenting,Effects of Acarbose Long-Term Therapy on Prevention of Cardiovascular Events in Abnormal Glucose Tolerance With Coronary Artery Disease (ALERT Study),300,2005-05-01,2009-04-01,"Translational Research Informatics Center, Kobe, Hyogo, Japan"
NCT00239369,Phase 3,NA,Telmisartan80/HCTZ25 Versus Telmisartan80/HCTZ12.5 in Hypertension Not Responding to Telmisartan80/HCTZ12.5,A Prospective Randomised Study to Compare a Fixed Dose Combination of Telmisartan 80 mg Plus Hydrochlorothiazide 25 mg With a Fixed Dose Combination of Telmisartan 80 mg Plus Hydrochlorothiazide 12.5 mg in Patients With Uncontrolled Hypertension Who Fail to Respond Adequately to Treatment With a Fixed Dose Combination of Telmisartan 80 mg Plus Hydrochlorothiazide 12.5 mg,713,2005-10-01,2006-08-01,Boehringer Ingelheim
NCT00240474,Phase 4,NA,A Comparison of Telmisartan + Hydrochlorothiazide With Amlodipine + Hydrochlorothiazide in the Control of Blood Pressure in Older Patients With Predominantly Systolic Hypertension (ATHOS Study),"A Comparison of Telmisartan 80 mg + Hydrochlorothiazide 12.5 mg With Amlodipine 10 mg + Hydrochlorothiazide 12.5 mg in the Control of Blood Pressure in Older Patients With Predominantly Systolic Hypertension. A Prospective, Randomised, Open-label, Blinded End-point Evaluation. (ATHOS Study)",1000,2002-12-01,2004-03-01,Boehringer Ingelheim
NCT00241605,Phase 4,NA,AVANDAMET Versus Metformin For Type 2 Diabetes Mellitus,"AVANDAMET Compared to Metformin Evaluation Trial (ACME): A 48-week Randomized, Open-label, Multicenter Study to Compare the Efficacy and Tolerability of AVANDAMET to Metformin Monotherapy in Subjects With Type 2 Diabetes Mellitus Who Are Not Achieving Glycemic Control on Submaximal Metformin.",600,2003-06-01,2005-12-01,GlaxoSmithKline
NCT00251901,Phase 3,NA,Chest Pain Pilot Study,A Randomized Double-Blind Placebo-Controlled Multi-Centre Pilot Study to Assess Symptom Response in Subjects With Pain or Discomfort in the Chest Receiving Oral Treatment With Esomeprazole 40 mg Bid for 4 Weeks.,600,2004-05-01,2005-07-01,AstraZeneca
NCT00269191,Phase 3,NA,A Study to Assess the Safety and Efficacy of an Investigational Drug in Patients With Osteoarthritis (0663-071)(COMPLETED),"A 12-Week, Randomized, Placebo- and Active-Comparator-Controlled, Parallel-Group, Double-Blind Study to Assess the Safety and Efficacy of Etoricoxib 30 mg Versus Ibuprofen 2400 mg in Patients With Osteoarthritis (Study 1)",528,2003-02-05,2003-11-21,Merck Sharp & Dohme Corp.
NCT00272805,Phase 3,NA,Drug Compliance and Quality of Life in Patients With Heart Failure Dosed With Either Once-daily or Twice-daily Coreg,"Prospective, Randomized, Controlled Assessment of Once-Daily Controlled Release COREG CR vs Twice-Daily COREG Immediate Release(IR)on Measures of Compliance and Quality of Life in Patients With Heart Failure and Left Ventricular Systolic Dysfunction",400,2005-10-01,2006-07-01,Cardiovascular Clinical Studies
NCT00281593,Phase 3,NA,Telmisartan (Micardis) and Ramipril (Altace) - Factorial Design Study for the Treatment of Hypertension,"A Randomized, Double-blind, Double-dummy, Placebo-controlled, 3x4 Factorial Design Trial to Evaluate Telmisartan 20 and 80 mg Tablets in Combination With Ramipril 1.25, 10, and 20 mg Capsules After Eight Weeks of Treatment in Patients With Stage I or II Hypertension, With an ABPM Sub-study",1354,2006-04-01,NA,Boehringer Ingelheim
NCT00283751,Phase 3,NA,Comparison of Insulin Detemir or Insulin Glargine as Add on to Oral Antidiabetic Drugs in Type 2 Diabetes,Comparison of Efficacy and Safety of Insulin Detemir and Insulin Glargine as Add-on to Current Oral Antidiabetic Drugs in Subjects With Type 2 Diabetes,583,2003-03-01,2004-11-01,Novo Nordisk A/S
NCT00289198,Phase 3,2,Once-Daily Investigational Nasal Spray In Adults And Adolescents With Perennial Allergic Rhinitis (PAR),"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of Once-Daily Intranasal Administration of GW685698X Aqueous Nasal Spray 100mcg for 6 Weeks in Adult and Adolescent Subjects 12 Years of Age and Older With Perennial Allergic Rhinitis (PAR)",301,2006-02-01,2006-07-01,GlaxoSmithKline
NCT00297102,Phase 3,2,Effect of Roflumilast on Exacerbation Rate in Patients With Chronic Obstructive Pulmonary Disease (COPD): The AURA Study (BY217/M2-124),Effect of Roflumilast on Exacerbation Rate in Patients With COPD. The AURA Study,1523,2006-02-01,2008-09-01,AstraZeneca
NCT00299104,Phase 3,3,A Study to Evaluate Rituximab in Combination With Methotrexate in Methotrexate-Naive Patients With Active Rheumatoid Arthritis,"A Randomized, Phase 3, Controlled, Double-Blind, Parallel-Group, Multicenter Study to Evaluate the Safety and Efficacy of Rituximab in Combination With Methotrexate (MTX) Compared to MTX Alone, in Methotrexate-Naive Patients With Active Rheumatoid Arthritis",755,2006-01-01,2013-07-01,"Genentech, Inc."
NCT00314574,Phase 3,2,A Study of Omalizumab (Xolair) in Subjects With Moderate to Severe Persistent Asthma (EXTRA),"A Phase IIIb Multicenter, Randomized, Double-Blind, Placebo-Controlled Study of Xolair in Subjects With Moderate to Severe Persistent Asthma Who Are Inadequately Controlled With High-Dose Inhaled Corticosteroids and Long-Acting Beta-Agonists",850,2005-12-01,2009-11-01,"Genentech, Inc."
NCT00321984,Phase 3,3,Safety and Efficacy of Dexlansoprazole Modified Release Formulation to Treat Gastroesophageal Reflux Disease,A Phase 3 Study to Evaluate the Efficacy and Safety of Dexlansoprazole MR (30 mg QD and 60 mg QD) Compared to Placebo on Symptom Relief in Subjects With Symptomatic Nonerosive Gastroesophageal Reflux Disease (GERD),947,2006-06-01,2006-12-01,Takeda
NCT00343252,Phase 3,2,Effect of Teriparatide Compared to Risedronate on Back Pain in Women With a Spine Fracture Caused by Osteoporosis,The Effect of Teriparatide Compared With Risedronate on Back Pain in Postmenopausal Women With Osteoporotic Vertebral Fractures,712,2006-06-01,2010-06-01,Eli Lilly and Company
NCT00355849,Phase 3,3,Evaluate the Efficacy and Safety of Insulin in Patients With Type 2 Diabetes,"A Phase 3, Open-Label, Three-Group Parallel Study to Evaluate the Efficacy and Safety of Human Insulin Inhalation Powder (HIIP) in Patients With Type 2 Diabetes Treated With Once-Daily Insulin Glargine",555,2006-08-01,2008-06-01,Eli Lilly and Company
NCT00358436,Phase 3,2,Efficacy and Safety of LAS 34273 in Patients With Moderate to Severe Stable Chronic Obstructive Pulmonary Disease(COPD),NA,804,2006-08-01,2008-06-01,AstraZeneca
NCT00359788,Phase 4,NA,A Trial Comparing Treatment With Tiotropium Inhalation Capsules to Combivent Inhalation Aerosol in COPD Patients.,"A Randomized, Double-blind, Parallel Group Trial Comparing 12 Weeks Treatment With Tiotropium 18 mcg Daily to Combivent MDI 2 Actuations Qid in COPD Patients Previously Prescribed Combivent MDI",349,2006-07-01,NA,Boehringer Ingelheim
NCT00385931,Phase 3,NA,Efficacy and Safety of Valsartan and the Combination of Valsartan and Simvastatin,"A Multi-centre Study to Evaluate the Effects of Valsartan and the Combination of Valsartan and Simvastatin on Blood Pressure (Ambulatory and Std Cuff) and on Biochemical Markers of Endothelial Function (hsCRP, MCP-1, Serum F2 Isoprostanes, PAI-1, tPA, PICP, PIIINP, MMP9, MMP1, TIMP 1), Safety and Tolerability",412,2002-01-01,2003-04-01,Novartis
NCT00399711,Phase 3,NA,Effect of Repaglinide and Metformin Combination Tablet or Rosiglitazone and Metformin in Fixed Dose Combination on Blood Glucose Control in Patients With Type 2 Diabetes,"Repaglinide and Metformin Combination Tablet (NN4440) in a TID Regimen Compared to a BID Regimen and BID Avandamet in Subjects With Type 2 Diabetes: A Twenty-Six Week, Open-Label, Multicenter, Randomized, Parallel Group Trial to Investigate Efficacy and Safety",560,2006-11-01,2007-11-01,Novo Nordisk A/S
NCT00411554,Phase 3,2,A Study of Sitagliptin in Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Diet/Exercise Therapy (0431-054)(COMPLETED),Sitagliptin (MK0431) Phase III Double-blind Comparative Study - Type 2 Diabetes Mellitus -,319,2007-01-01,2007-08-01,Merck Sharp & Dohme Corp.
NCT00413972,Phase 3,4,Effects of Vytorin Versus Placebo in Subjects With Primary Hypercholesterolemia (Study P04420),"A Multicenter, Double-blind, Randomized, Placebo-controlled Parallel Groups Study Comparing the Efficacy and Safety of Vytorin Versus Placebo in Subjects With Primary Hypercholesterolemia",392,2006-04-01,2006-11-01,Merck Sharp & Dohme Corp.
NCT00418834,Phase 3,2,Ezetimibe and Atorvastatin vs. Atorvastatin in Patients Age 65 and Older at High Risk for Coronary Heart Disease (CHD)(0653-112),"A Multicenter, Randomized, Double-Blind, Parallel Arm, 12-Week Study to Evaluate the Efficacy and Safety of Ezetimibe 10 mg When Added to Atorvastatin 10 mg Versus Titration to Atorvastatin 20 mg and to 40 mg in Elderly Patients With Hypercholesterolemia at High Risk for CHD",1053,2007-01-01,2008-10-01,Merck Sharp & Dohme Corp.
NCT00445770,Phase 3,3,Study Evaluating the Efficacy and Safety of Etanercept and Methotrexate in Japanese Subjects With Rheumatoid Arthritis,"A Randomized, Double-Blind, Multicenter, Comparative Study Evaluating the Efficacy and Safety of Etanercept and Methotrexate in Japanese Subjects With Active Rheumatoid Arthritis",550,2006-07-01,2010-07-01,Pfizer
NCT00476034,Phase 3,NA,Efficacy and Safety of Lumiracoxib in Patients With Primary Knee Osteoarthritis (OA),"A 39-week, Double-blind, Active-controlled Extension to CCOX189A2361, a 13-week, Multicenter, Randomized, Double-blind, Double-dummy, Placebo-controlled, Parallel Trial of 2 Different Dose Regimens of Lumiracoxib (100 mg od and 200 mg od Initial Dose for Two Weeks Followed by 100 mg od) in Patients With Primary Knee Osteoarthritis, Using Celecoxib (200 mg od) as a Comparator",1312,2003-12-01,NA,Novartis
